20192,U,관광특구,3001491,이태원 관광특구,CS300001,슈퍼마켓,3204922998,223340,2315355746,889567252,449193405,439160746,454588597,432454699,539958299,465085469,424481783,160216972,392877809,438340536,800221822,1096852513,316413346,1417585857,1266305302,3353040,460314026,658567734,520368760,618378495,422909106,153743,69597,28813,28697,29522,31878,34833,36402,33195,16509,25118,30744,44345,78094,28530,120583,90388,597,52619,57989,35385,38496,25883
20192,U,관광특구,3001491,이태원 관광특구,CS300022,화장품,7150807153,356543,4385667907,2765139246,795417101,761964641,912106451,874862958,1041316756,1555660201,1209479045,0,101742078,1084781381,1606214452,3156339484,1201729758,1873137977,5277669176,92394134,3228636930,1922596614,878759690,754113538,274306247,215421,141122,38719,37192,42612,42659,54239,82287,58835,0,6108,50176,77510,160987,61762,87915,268628,5765,184707,93853,34852,29094,8272
20193,U,관광특구,3001491,이태원 관광특구,CS100006,패스트푸드점,2828617240,222422,1519584353,1309032887,275855427,251229577,278932135,335227388,378339826,666009610,643023277,547805149,129468530,367220245,394795162,898613030,490715124,1781335909,988462092,38324558,1400445219,790282537,269472368,193092612,78180709,122242,100180,22659,21169,22263,26106,30045,49912,50268,49338,16483,28377,30511,58605,39108,145446,74810,3658,109488,62198,21778,15680,7453
20193,U,관광특구,3001491,이태원 관광특구,CS200028,미용실,172708569,3159,105831590,66876979,16580114,17809035,27892700,16705773,26843968,41406212,25470767,72781,1743915,27733639,69211981,58123920,15822333,94270454,77470170,112929,28346285,67535412,41342873,18251796,16151330,2096,1063,333,326,485,465,487,663,400,5,72,459,1042,1159,422,2168,980,10,774,1285,615,209,256
20193,U,관광특구,3001491,이태원 관광특구,CS300011,일반의류,16331517595,247058,8348070186,7983447409,1380546945,1623271129,1559921402,1761004677,2023326033,3970438128,4013009281,3626987113,200171838,2900620630,4028329487,4414651589,1160756938,8541782990,7372475881,184876709,5828062542,3797333961,2576326117,2332617956,1195041584,106953,140105,15942,15882,17057,23822,34250,69645,70460,91046,4938,25315,41173,62953,21633,123617,122110,4968,138946,50035,23678,20670,7426
20193,U,관광특구,3001491,이태원 관광특구,CS300018,의약품,226584855,13877,191617354,34967501,41836190,43548333,35407260,28567787,42257784,34967501,0,0,21286344,67930672,65413657,64983223,6970959,126224111,100360744,204873,47662103,65117716,42625543,31501672,39472948,11534,2343,2651,2342,2066,1812,2663,2343,0,0,1248,3382,3813,4628,806,7105,6772,23,4144,3948,2222,1696,1844
20194,U,관광특구,3001491,이태원 관광특구,CS100002,중식음식점,978828537,36575,592236776,386591761,86513763,102266432,115071319,129208340,159176922,243240666,143351095,37238046,0,153674424,166677415,456313082,164925570,451782813,486642896,7287525,411373807,257527675,125826133,99714326,36696243,21809,14766,3214,3876,4445,4689,5585,8957,5809,551,0,6754,8166,17179,3925,16557,19279,361,15461,9394,4805,4257,1559
20194,U,관광특구,3001491,이태원 관광특구,CS200028,미용실,169065853,2970,104548123,64517730,13403681,23014426,19127218,21350802,27651996,43455002,21062728,0,1726603,33557310,48560846,67739055,17482039,84218294,84420574,1494134,29062808,53806024,41923339,23922301,18430262,1958,1012,297,332,399,453,477,709,303,0,30,534,878,1119,409,1945,1010,16,770,1035,560,269,305
20194,U,관광특구,3001491,이태원 관광특구,CS300016,안경,344982234,1656,213134840,131847394,17416566,52497082,39168433,55525354,48527405,67336638,64510756,0,6885740,70434957,134209312,125190286,8261939,246319481,90579493,2725266,133116332,108369151,47749150,35000834,9938242,1024,632,134,240,160,251,239,373,259,0,60,265,720,593,18,954,643,31,636,474,243,179,34
20201,U,관광특구,3001491,이태원 관광특구,CS100003,일식음식점,1555473969,30359,956056260,599417709,121172720,165105870,190685986,231383928,247707756,320288907,279128802,154409132,455410,260876353,226599946,598156013,314977115,665812861,657652477,13581047,512634710,427607973,212241741,129653170,27746697,18976,11383,2637,3725,3664,4395,4555,6032,5351,2075,28,7178,5428,11712,3938,12457,15395,329,12297,8668,3656,2404,496
